"seqnames","start","end","width","strand","annot.seqnames","annot.start","annot.end","annot.width","annot.strand","annot.id","annot.tx_id","annot.gene_id","annot.symbol","annot.type"
"chr3",23467832,23467832,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23467832,23467832,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23467832,23467832,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23470920,23470920,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23470920,23470920,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23470920,23470920,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23471072,23471072,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23471072,23471072,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23471072,23471072,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23474331,23474331,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23474331,23474331,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23474331,23474331,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23477692,23477692,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23477692,23477692,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23477692,23477692,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23480626,23480626,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23480626,23480626,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23480626,23480626,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23481062,23481062,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23481062,23481062,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23481062,23481062,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23483029,23483029,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23483029,23483029,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23483029,23483029,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23483051,23483051,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23483051,23483051,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23483051,23483051,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23487607,23487607,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23487607,23487607,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23487607,23487607,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23489512,23489512,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23489512,23489512,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23489512,23489512,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23490466,23490466,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23490466,23490466,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23490466,23490466,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23490469,23490469,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23490469,23490469,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23490469,23490469,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23490881,23490881,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23490881,23490881,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23490881,23490881,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23491110,23491110,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23491110,23491110,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23491110,23491110,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23493475,23493475,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23493475,23493475,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23493475,23493475,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23494279,23494279,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23494279,23494279,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23494279,23494279,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23494319,23494319,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23494319,23494319,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23494319,23494319,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23494496,23494496,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23494496,23494496,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23494496,23494496,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23495258,23495258,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23495258,23495258,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23495258,23495258,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23497705,23497705,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23497705,23497705,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23497705,23497705,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23520525,23520525,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23520525,23520525,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23520525,23520525,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23521614,23521614,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23521614,23521614,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23521614,23521614,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23527471,23527471,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23527471,23527471,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23527471,23527471,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23528326,23528326,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23528326,23528326,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23528326,23528326,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23530097,23530097,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23530097,23530097,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23530097,23530097,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23531119,23531119,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23531119,23531119,1,"*","chr3",23258804,23541098,282295,"+","intron:115924","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23531119,23531119,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23542460,23542460,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23542460,23542460,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23542460,23542460,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23543417,23543417,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23543417,23543417,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23543417,23543417,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23545286,23545286,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23545286,23545286,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23545286,23545286,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23545498,23545498,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23545498,23545498,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23545498,23545498,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23545511,23545511,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23545511,23545511,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23545511,23545511,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23549447,23549447,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23549447,23549447,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23549447,23549447,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23551929,23551929,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23551929,23551929,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23551929,23551929,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23551971,23551971,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23551971,23551971,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23551971,23551971,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23552079,23552079,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23552079,23552079,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23552079,23552079,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23556693,23556693,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23556693,23556693,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23556693,23556693,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23556924,23556924,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23556924,23556924,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23556924,23556924,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23556991,23556991,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23556991,23556991,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23556991,23556991,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23557332,23557332,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23557332,23557332,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23557332,23557332,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23558553,23558553,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23558553,23558553,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23558553,23558553,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23558623,23558623,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23558623,23558623,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23558623,23558623,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23559269,23559269,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23559269,23559269,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23559269,23559269,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23559729,23559729,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23559729,23559729,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23559729,23559729,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23559865,23559865,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23559865,23559865,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23559865,23559865,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23560365,23560365,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23560365,23560365,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23560365,23560365,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23560460,23560460,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23560460,23560460,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23560460,23560460,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23561578,23561578,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23561578,23561578,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23561578,23561578,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23561617,23561617,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23561617,23561617,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23561617,23561617,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23561997,23561997,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23561997,23561997,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23561997,23561997,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23563492,23563492,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23563492,23563492,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23563492,23563492,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23564030,23564030,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23564030,23564030,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23564030,23564030,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23564092,23564092,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23564092,23564092,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23564092,23564092,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23567289,23567289,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23567289,23567289,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23567289,23567289,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23570912,23570912,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23570912,23570912,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23570912,23570912,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23572781,23572781,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23572781,23572781,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23572781,23572781,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23573466,23573466,1,"*","chr3",23258804,23574044,315241,"+","intron:115920","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23573466,23573466,1,"*","chr3",23541232,23574044,32813,"+","intron:115925","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23573466,23573466,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23585052,23585052,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23585052,23585052,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23585052,23585052,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23586128,23586128,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23586128,23586128,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23586128,23586128,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23590534,23590534,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23590534,23590534,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23590534,23590534,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23591192,23591192,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23591192,23591192,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23591192,23591192,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23592187,23592187,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23592187,23592187,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23592187,23592187,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23596170,23596170,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23596170,23596170,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23596170,23596170,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
"chr3",23602703,23602703,1,"*","chr3",23574193,23631224,57032,"+","intron:115921","uc010hfc.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23602703,23602703,1,"*","chr3",23574193,23631224,57032,"+","intron:115926","uc003ccg.2","7325","UBE2E2","hg19_genes_introns"
"chr3",23602703,23602703,1,"*","chr3",23375653,23648851,273199,"+","intron:115927","uc021wtz.1","100616384","MIR548AC","hg19_genes_introns"
