"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Gdi1",0.514428969490031,-0.295485030517964,0.25,0.127,1,0.31145745567197,-0.624083583329775,0,0.207,1,0.514428969490031,0.525909164650283
"Adipor2",0.311557535839994,0.457838759898011,0.25,0.102,1,0.384883363035253,-0.470872389093851,0,0.16,1,0.384883363035253,0.526046973541299
"Psme1",0.312499245426264,0.880388158035688,0.25,0.111,1,0.536375772053998,0.519522041400115,0.25,0.169,1,0.536375772053998,0.527342712460543
"Trpv2",0.312979021791314,-0.451349030354689,0,0.206,1,0.341195814402626,-0.365902833222083,0,0.187,1,0.341195814402626,0.52800217550118
"Atp6v1g1",0.312979024534424,-0.789361302566727,0,0.206,1,0.613016655395624,-0.502404872597053,0.25,0.321,1,0.613016655395624,0.528002179270329
"Pilrb1",0.449122405334269,-0.435802767737059,0,0.126,1,0.315201906563033,-0.466837480095263,0,0.204,1,0.449122405334269,0.531051571225095
"Ptafr",0.42087987596841,0.422229382860579,0.25,0.124,1,0.316039314656913,-0.535046633080257,0,0.204,1,0.42087987596841,0.532197780905015
"R3hdm4",0.316545349815525,-0.72209444670827,0,0.204,1,0.675067253286489,-0.360155978775003,0.5,0.276,1,0.675067253286489,0.532889741141216
"Glipr1",0.316545350507867,-1.04434726372984,0,0.204,1,0.543970797165823,-0.585959508711418,0.25,0.371,1,0.543970797165823,0.532889742087585
"Plcg2",0.381150329893541,0.929815879476196,0.25,0.124,1,0.316878666481752,-0.607397122688752,0,0.203,1,0.381150329893541,0.53334524369225
"Sema4a",0.445359686119812,-0.471371949344915,0,0.128,1,0.318141350320196,-0.552614891582296,0,0.202,1,0.445359686119812,0.535068781856834
"Ankrd12",0.35226911218796,-0.499812712668756,0,0.18,1,0.318563223275236,-0.477920661209506,0,0.202,1,0.35226911218796,0.535643919326964
"Bst1",0.486055385867044,-0.406783419061429,0,0.109,1,0.319408441722055,-0.466317593103377,0,0.202,1,0.486055385867044,0.536795130800798
"Csf2ra",0.320147172057389,-0.717597224863049,0,0.201,1,0.467209051536662,-0.630937057567917,0.25,0.346,1,0.467209051536662,0.537800132338434
"Ip6k1",0.401640379553249,-0.587107816914126,0,0.151,1,0.320679961934258,-0.478765684151863,0,0.201,1,0.401640379553249,0.538524285882359
"Nras",0.483301180480262,-0.387805849365109,0,0.11,1,0.320901144975603,0.437924892311584,0.25,0.108,1,0.483301180480262,0.538824745104554
"Stat3",0.321053231525311,-0.900367627358903,0,0.201,1,0.516524685724504,-0.68671988699049,0.25,0.328,1,0.516524685724504,0.539031285577777
"Polr2a",0.457760626670582,0.679315150714892,0.25,0.143,1,0.321530113025072,-0.445521875694237,0,0.2,1,0.457760626670582,0.539678612468228
"H2-T3",0.321961544936532,-0.394865228332799,0,0.2,1,0.413538775754094,-0.273622704431429,0,0.144,1,0.413538775754094,0.540263853455146
"Xaf1",0.32413200235363,-0.412417081236585,0.25,0.635,1,0.725263935654128,-0.398092400570597,0.5,0.406,1,0.725263935654128,0.543202449757487
"Notch2",0.487439666033168,-0.3828392036953,0,0.108,1,0.324521309745624,-0.411988731967403,0,0.198,1,0.487439666033168,0.543728539012233
"Rpl30",0.324630596689657,0.761161445241528,0.5,0.354,1,0.718495008151024,-0.288231572786593,0.25,0.299,1,0.718495008151024,0.543876169072231
"Jund",0.3252381132325,-0.81790956523946,0.25,0.448,1,0.890348011096765,-0.305790780991854,0.75,0.636,1,0.890348011096765,0.544696396165963
"Vmn1r58",0.325617532847147,-0.37714962016833,0,0.198,1,0.805735720102471,-0.272532861725339,0.25,0.247,1,0.805735720102471,0.545208287996831
"Marcks",0.364291480467488,-0.839151007169068,0,0.173,1,0.326506304777538,-0.910595724965685,0.25,0.421,1,0.364291480467488,0.546406242495594
"Hk3",0.449122406298797,-0.329825531957679,0,0.126,1,0.326672915618532,-0.443327039007898,0,0.197,1,0.449122406298797,0.546630637438351
"Tlr13",0.476497763192338,-0.394407833807291,0,0.113,1,0.327104751091735,-0.453330373258068,0,0.196,1,0.476497763192338,0.547211983996684
"Cdc42ep3",0.498691122827786,-0.676245857755967,0,0.103,1,0.327104751531982,-0.591389775699626,0,0.196,1,0.498691122827786,0.547211984589165
"Sp100",0.357232737697697,-0.707984289824022,0,0.177,1,0.327559961570823,0.441780865241565,0.5,0.285,1,0.357232737697697,0.547824394717367
"Ninj1",0.385197103734945,-0.449945177085807,0,0.16,1,0.328403301835812,-0.433117648456663,0,0.195,1,0.385197103734945,0.548957875014961
"Plaur",0.329310266066762,-0.686527545813897,0,0.195,1,0.643980962840551,-0.439343281892623,0.25,0.314,1,0.643980962840551,0.550175280796563
"Nufip2",0.495848179838505,-0.431264675093686,0,0.105,1,0.330141838063939,-0.514155510729102,0,0.194,1,0.495848179838505,0.551290042887642
"Hcst",0.383055526957986,-0.6876681157802,0,0.162,1,0.331014178815882,-0.49282466577419,0,0.194,1,0.383055526957986,0.552457971054612
"Gm6169",0.879398716386274,-0.482987948579735,0.25,0.286,1,0.331388922936074,-0.976956613277761,0.25,0.422,1,0.879398716386274,0.552959227627417
"Fam111a",0.47649776422365,-0.638871192565513,0,0.113,1,0.331451120840063,-0.531509575942296,0,0.193,1,0.47649776422365,0.553042396173992
"Gm15042",0.332104248033653,-0.339112217377268,0,0.193,1,0.437743967382477,-0.452043257753521,0.25,0.359,1,0.437743967382477,0.553915264505307
"Nudcd2",0.332104248033653,-0.414871052767538,0,0.193,1,0.347531309802017,-0.344744904739439,0,0.183,1,0.347531309802017,0.553915264505307
"Anp32a",0.332104248754941,-0.630331032476938,0,0.193,1,0.770324807445798,-0.379561675485658,0.25,0.256,1,0.770324807445798,0.553915265468798
"Atf4",0.463228640798457,-0.407036043571423,0,0.12,1,0.333204050140068,-0.405678930291259,0,0.192,1,0.463228640798457,0.555383161250391
"Mtus1",0.490222765519664,-0.54488608464961,0,0.107,1,0.333204050587385,-0.566130214045431,0,0.192,1,0.490222765519664,0.555383161846929
"Scnn1a",0.461925577675111,-0.456862633756189,0,0.12,1,0.333643577998065,-0.562339871696726,0,0.192,1,0.461925577675111,0.555969118856779
"Tlr2",0.505889296364384,-0.326125088889651,0,0.1,1,0.335406894863584,-0.425081159553938,0,0.191,1,0.505889296364384,0.558316004605137
"Emp3",0.991081039079424,-0.753192757935957,0.25,0.215,1,0.336695590515774,1.1575857073412,0.5,0.282,1,0.991081039079424,0.560027260358782
"Atp6v0e",0.337756030240055,-0.937147861160401,0,0.189,1,0.807346531186802,-0.55852663126254,0.5,0.299,1,0.807346531186802,0.561432924516589
"Tcf25",0.338494911337912,0.477540718875941,0.25,0.111,1,0.370572367440761,-0.401381348956331,0,0.169,1,0.370572367440761,0.562411017674163
"Pilrb2",0.463228640798457,-0.392732187341266,0,0.12,1,0.338958710169527,-0.430242352409584,0,0.188,1,0.463228640798457,0.563024413139265
"Stfa2l1",0.389515535479842,-0.848476595187527,0,0.158,1,0.338958710472219,-1.01598651810476,0,0.188,1,0.389515535479842,0.563024413539449
"Raf1",0.339659123934139,-0.73423164658114,0,0.188,1,0.614002499123273,-0.530615624343503,0.25,0.297,1,0.614002499123273,0.563949927396572
"Naaa",0.403885261472356,-0.494727920657677,0,0.15,1,0.340299372543342,-0.434817756375949,0,0.188,1,0.403885261472356,0.564795082133292
"Grk4",0.340614304195956,-0.383976422010169,0,0.188,1,0.375448258028816,-0.313766411637591,0,0.166,1,0.375448258028816,0.565210504169017
"Aldoa",0.341571920925794,-0.630893963716216,0,0.187,1,0.753106227636093,0.580631896531406,0.25,0.233,1,0.753106227636093,0.566472464686651
"Mef2d",0.500120292823039,-0.394908215354903,0,0.103,1,0.34164483780064,-0.481454617819148,0,0.187,1,0.500120292823039,0.566568480405455
"Plk3",0.412993467701884,-0.424396961117885,0,0.145,1,0.342094397397234,-0.442309841316413,0,0.186,1,0.412993467701884,0.567160218063891
"Fam63a",0.461925577675111,-0.573471132903726,0,0.12,1,0.342995130930875,-0.571924268312326,0,0.186,1,0.461925577675111,0.568344602019462
"Tbp",0.343494492051939,-0.381452357580441,0,0.186,1,0.3691214302517,-0.367571529883355,0,0.17,1,0.3691214302517,0.569000518033858
"Klra2",0.469808245130014,-0.273079898108478,0,0.116,1,0.343898020497932,-0.41090009597107,0,0.185,1,0.469808245130014,0.569530192493468
"Baz2b",0.344459469654134,-0.502154244854766,0,0.185,1,0.978402362385398,-0.277912725208211,0.25,0.197,1,0.978402362385398,0.57026661307386
"Padi4",0.344459471143485,-0.460759051856763,0,0.185,1,0.346619712586181,-0.422554145012726,0,0.184,1,0.346619712586181,0.57026661502652
"Svopl",0.539932362477174,0.272834071116391,0.25,0.158,1,0.344803076011293,-0.393539410975251,0,0.185,1,0.539932362477174,0.570716990795737
"Prkcd",0.346396851992098,-1.03308884244567,0,0.184,1,0.521743416497465,-0.741078198955865,0.25,0.326,1,0.521743416497465,0.572802924914161
"Fam49b",0.346396852740476,-1.20684182693549,0,0.184,1,0.812654413894575,-0.363865515635646,0.5,0.488,1,0.812654413894575,0.572802925892446
"Cmtm7",0.428251693955084,-0.491123520920675,0,0.137,1,0.346619713126426,-0.44790996468969,0,0.184,1,0.428251693955084,0.573094200725006
"Tbc1d24",0.347369273713533,-0.377965629926949,0,0.183,1,0.423382835695792,-0.260813353745523,0,0.139,1,0.423382835695792,0.574073135106798
"Glis3",0.347369275214014,-0.332330909289075,0,0.183,1,0.363371367702088,-0.316062325350874,0,0.173,1,0.363371367702088,0.574073137065319
"Lrg1",0.410696846789577,-0.578797131782414,0,0.146,1,0.347987932685207,-0.588661649648872,0,0.183,1,0.410696846789577,0.57488026407589
"Atf3",0.490222765519664,-0.472438671054659,0,0.107,1,0.347987932685207,-0.487991043582794,0,0.183,1,0.490222765519664,0.57488026407589
"Lman2",0.481931184608069,-0.519479983468428,0,0.111,1,0.348445104906591,-0.46513121886018,0,0.182,1,0.481931184608069,0.575476218679817
"Furin",0.392785660258566,-0.487629515250211,0,0.156,1,0.350279315835828,-0.398967606837209,0,0.181,1,0.392785660258566,0.577863032569241
"Rnf167",0.351284080913846,-0.53744200875734,0,0.181,1,0.733639650536727,-0.519703332179014,0.25,0.264,1,0.733639650536727,0.579167656324206
"Atp6v0b",0.351284082429376,-0.61261639963542,0,0.181,1,0.784659755494311,-0.362782869390061,0.25,0.251,1,0.784659755494311,0.579167658290504
"Xdh",0.46584753663811,-0.399518978681982,0,0.118,1,0.352584581638808,-0.536927968101556,0,0.18,1,0.46584753663811,0.580853276068203
"RP23-32E20.1",0.353256692641819,-0.611825747382211,0,0.18,1,0.625681561978733,-0.488345812970953,0.25,0.293,1,0.625681561978733,0.581723094387401
"Chd7",0.407276504878475,-0.458922631413085,0,0.148,1,0.353510603732197,-0.420187673014185,0,0.179,1,0.407276504878475,0.582051460513292
"Tuba1c",0.456755226985957,-0.391011715332681,0,0.123,1,0.353974458831737,-0.36731601167322,0,0.179,1,0.456755226985957,0.582651000158253
"Ifngr2",0.406142878872206,-0.471041053615296,0,0.149,1,0.356302208451715,-0.428528738343455,0,0.177,1,0.406142878872206,0.585653153155861
"Irak1",0.35723273846698,-0.430734204883882,0,0.177,1,0.390961190631309,-0.335196402533852,0,0.157,1,0.390961190631309,0.586850247501343
"Pbx2",0.495848178756732,-0.499160677909213,0,0.105,1,0.35723728376935,-0.463058799265622,0,0.177,1,0.495848178756732,0.586856090623796
"Myd88",0.369413639236528,-0.776187049657876,0,0.17,1,0.357237283848641,-0.443276112964153,0,0.177,1,0.369413639236528,0.586856090725727
"Apobr",0.460626732798799,-0.417355660068665,0,0.121,1,0.35864418381449,-0.405078728129042,0,0.176,1,0.460626732798799,0.588662717045019
"2810474O19Rik",0.359236340984256,-0.624456002754197,0,0.176,1,0.446327644330085,-0.65816676139348,0.25,0.355,1,0.446327644330085,0.589421933284755
"Ttc7",0.359236340984256,-0.74084678091416,0,0.176,1,0.773446925122549,-0.432622607617158,0.25,0.254,1,0.773446925122549,0.589421933284755
"N4bp1",0.468483651815478,-0.492882786230672,0,0.117,1,0.360056255848479,-0.490978764912004,0,0.175,1,0.468483651815478,0.590472004321333
"Pi16",0.360242073773886,-0.485976351398454,0,0.175,1,0.388924825157099,-0.346677913999825,0,0.158,1,0.388924825157099,0.590709795830862
"Rab4b",0.464535950787439,-0.649778099468374,0,0.119,1,0.361000524460721,-0.57481353449694,0,0.175,1,0.464535950787439,0.591679670260526
"Mknk2",0.449122404369741,-0.370032146300782,0,0.126,1,0.361947113326479,-0.34714097828115,0,0.174,1,0.449122404369741,0.592888513807587
"Cds2",0.469808245130014,-0.491092430138563,0,0.116,1,0.363371367863143,-0.442847339100986,0,0.173,1,0.469808245130014,0.594703984743555
"Cxcr4",0.943653080062407,-0.44267516522814,0.5,0.491,1,0.366025930390958,-0.877391046907164,0.75,0.689,1,0.943653080062407,0.59807687906335
"Ccdc47",0.366332218830184,-0.433155078733575,0,0.172,1,0.370088119355046,-0.370164134263126,0,0.169,1,0.370088119355046,0.598465143107322
"Rps15a",0.693226806492051,-0.598936396914709,0.25,0.309,1,0.366715188099333,-0.393745684627688,0,0.171,1,0.693226806492051,0.598950347015936
"Stk40",0.480565880346837,-0.398244737913537,0,0.111,1,0.367195243171658,-0.384354358828261,0,0.171,1,0.480565880346837,0.599558139735423
"Por",0.36735664070371,-0.588336287511092,0,0.171,1,0.832241789356455,-0.383118388742187,0.25,0.239,1,0.832241789356455,0.599762379938306
"Gm28042",0.367356642281974,-0.323664267486782,0,0.171,1,0.397133958430906,-0.284886813076537,0,0.153,1,0.397133958430906,0.599762381935262
"Pabpc1",0.620830434815343,-0.797234178110098,0.25,0.336,1,0.36799782477995,-0.711218628025476,0.5,0.544,1,0.620830434815343,0.600573250517125
"Lilra6",0.481931185653257,-0.378739879740514,0,0.111,1,0.368638986135025,-0.396767382048254,0,0.17,1,0.481931185653257,0.601383270171391
"Tmem189",0.437938310834251,-0.51753008446275,0,0.132,1,0.368638986461424,-0.381186819304648,0,0.17,1,0.437938310834251,0.601383270583542
"Midn",0.383055526957986,-0.522173485332154,0,0.162,1,0.369121430333399,-0.408666092815422,0,0.17,1,0.383055526957986,0.601992230335424
"Kdm6b",0.370135734329229,-0.719010898094243,0.25,0.449,1,0.817704572924058,-0.44879282870694,0.25,0.242,1,0.817704572924058,0.603271006831021
"Ywhab",0.371383361158028,0.89092644443567,0.25,0.121,1,0.682109489423589,-0.574234354363745,0.25,0.279,1,0.682109489423589,0.604841121371022
"Pfkfb4",0.451650600839526,-0.346196692206993,0,0.125,1,0.371542674616371,-0.337369713654783,0,0.168,1,0.451650600839526,0.605041390171656
"Tgm2",0.467163427730941,-0.38893734151468,0,0.118,1,0.371542674780761,-0.473519998092284,0,0.168,1,0.467163427730941,0.605041390378279
"Setd8",0.481931184608069,-0.450156875602298,0,0.111,1,0.371542675191734,-0.427993976023265,0,0.168,1,0.481931184608069,0.605041390894838
"Atp5j",0.504439110653144,-0.517015089770291,0,0.101,1,0.371542675273929,-0.400285802299816,0,0.168,1,0.504439110653144,0.60504139099815
"Cd79a",0.372519706058724,-1.68657172614203,0,0.168,1,0.426718669114475,-1.31914997113984,0,0.137,1,0.426718669114475,0.60626848071537
"Ptbp3",0.373560595919042,-0.705025522630572,0,0.167,1,0.554614451413043,-0.453605094003187,0.25,0.393,1,0.554614451413043,0.607573673014694
"Rasa3",0.374604272058983,-0.878920202409469,0,0.167,1,0.377623161471312,0.30004301407292,0.5,0.307,1,0.377623161471312,0.608880183473125
"Maf1",0.456755226003304,-0.410596896126353,0,0.123,1,0.375448257862817,-0.332259210579964,0,0.166,1,0.456755226003304,0.609935121393409
"Lamp2",0.375650746855991,-0.651326119495684,0,0.166,1,0.416371994361245,0.3910148475274,0.5,0.297,1,0.416371994361245,0.610188010098519
"Pbxip1",0.546084479492862,-0.563323404643247,0.25,0.363,1,0.377863265536156,-0.627610868703885,0.25,0.389,1,0.546084479492862,0.612945883630664
"Enah",0.410696844154718,-0.301300306583444,0,0.146,1,0.378403297706704,-0.316748748990509,0,0.164,1,0.410696844154718,0.613617539698099
"Ccnd2",0.468483653837952,-0.475472734415928,0,0.117,1,0.378897981761943,-0.511677322348912,0,0.164,1,0.468483653837952,0.614232282940612
"Atp6v1b2",0.381989097557534,-0.862937962027148,0,0.162,1,0.881959627378867,-0.330501548497292,0.25,0.288,1,0.881959627378867,0.618062524462249
"Chil1",0.467163427730941,-0.655814750523286,0,0.118,1,0.383378445331365,-0.519067651252919,0,0.161,1,0.467163427730941,0.619777858318035
"Igfbp4",0.479205231007464,-0.345238390548664,0,0.112,1,0.383879444866466,-0.366618927339804,0,0.161,1,0.479205231007464,0.620395461541946
"Asprv1",0.463228640798457,-0.487193269852392,0,0.12,1,0.383879444951222,-0.611749317036443,0,0.161,1,0.463228640798457,0.620395461646386
"Pdlim7",0.475150878921902,-0.408171970860688,0,0.114,1,0.384381083523505,-0.393873843560522,0,0.161,1,0.475150878921902,0.621013349676306
"Ndufv3",0.385197104559893,-0.364366248289979,0,0.16,1,0.843644065446484,-0.292443595244948,0.25,0.238,1,0.843644065446484,0.622017399758461
"Dhrs7",0.385197106209789,-0.667682472883789,0,0.16,1,0.55408761265231,-0.530061792528345,0.25,0.315,1,0.55408761265231,0.622017401787183
"Abtb1",0.427057137462447,-0.3952138023965,0,0.137,1,0.385386284461947,-0.338586854184349,0,0.16,1,0.427057137462447,0.62224998067251
"Siglece",0.487439666033168,-0.282888045466085,0,0.108,1,0.385386284547021,-0.3386801121467,0,0.16,1,0.487439666033168,0.622249980777084
"Ostf1",0.960790266900031,-0.356615628802765,0.25,0.242,1,0.386270778181933,-0.620005299823297,0.25,0.49,1,0.960790266900031,0.623336442286589
"Csnk1d",0.461925577675111,-0.411836636532749,0,0.12,1,0.386748266927604,0.962929521787643,0.25,0.134,1,0.461925577675111,0.623922311883703
"Nfkbiz",0.387350405517065,-0.716426023412619,0,0.159,1,0.49778611641514,-0.82051882081057,0.25,0.335,1,0.49778611641514,0.624660474379896
"Cap1",0.436714631153172,-0.326351303492959,0,0.133,1,0.387910568887893,-0.31143756413319,0,0.159,1,0.436714631153172,0.625346528320857
"Pnpla2",0.388431483005838,-0.576158708130095,0,0.159,1,0.941806170144652,-0.330982523312658,0.25,0.215,1,0.941806170144652,0.625983949021561
"Gsk3a",0.5044391117583,-0.360134227368941,0,0.101,1,0.391471926892814,-0.344786757363031,0,0.157,1,0.5044391117583,0.629693584240455
"Pik3r5",0.481931184608069,-0.329407030452376,0,0.111,1,0.394550268513099,-0.323973452478237,0,0.155,1,0.481931184608069,0.633430622642439
"Nmrk1",0.396083046063481,-0.344098621936778,0,0.154,1,0.438617304505721,-0.253952872883418,0,0.131,1,0.438617304505721,0.635284312748036
"Pten",0.396083048605639,-0.977793995088377,0,0.154,1,0.490681768134073,-0.684566059499107,0.25,0.378,1,0.490681768134073,0.635284315818541
"Gm7676",0.446610015729516,-0.482688104811806,0,0.128,1,0.39609846124619,-0.43318472662491,0,0.154,1,0.446610015729516,0.635302931490781
"Gm9843",0.396561502737659,-0.706223569572798,0.75,0.799,1,0.810965634916191,-0.269190502532666,1,0.764,1,0.810965634916191,0.635861980021768
"Erp29",0.440396902088986,-0.380884654174985,0,0.131,1,0.396615871251229,-0.308680108358865,0,0.154,1,0.440396902088986,0.635927593174087
"March2",0.416463338662228,-0.409122499078256,0,0.143,1,0.39661587177601,-0.344164473669334,0,0.154,1,0.416463338662228,0.635927593807376
"Capns1",0.397188304937706,-0.818921428942498,0,0.154,1,0.878975738545667,-0.439844426643176,0.25,0.178,1,0.878975738545667,0.636618060296124
"Lrch4",0.408413362287648,-0.407344736790487,0,0.147,1,0.398172165858978,-0.335268268538633,0,0.153,1,0.408413362287648,0.637803258053127
"Supt4a",0.39940810271591,-0.491617885975058,0,0.152,1,0.869325991862499,-0.395066542657779,0.25,0.231,1,0.869325991862499,0.639289372916697
"Dnm2",0.46584753663811,-0.332961342612687,0,0.118,1,0.402877978145443,-0.318674896758254,0,0.15,1,0.46584753663811,0.643445291016326
"Fosb",0.479205231007464,-0.696545062952045,0,0.112,1,0.403404301070377,-0.654516340756618,0,0.15,1,0.479205231007464,0.644073572018675
"Atp6v0d1",0.488828780196517,-0.311609103585167,0,0.108,1,0.40393131982148,-0.307671688223905,0,0.15,1,0.488828780196517,0.644702128510237
"Tonsl",0.494434328293321,-0.439810094294842,0,0.105,1,0.403931320266728,-0.398086926167645,0,0.15,1,0.494434328293321,0.644702129041034
"Bbip1",0.444113233214655,-0.32656243824993,0,0.129,1,0.404987455565976,-0.327803735254354,0,0.149,1,0.444113233214655,0.645960071966148
"Gcnt2",0.406142879740762,-0.813039054976905,0,0.149,1,0.591230658103002,-0.661391934124537,0.25,0.303,1,0.591230658103002,0.647333720717405
"Prr5l",0.477849203515308,-0.368667124259579,0,0.113,1,0.406576928702807,-0.332936665735198,0,0.148,1,0.477849203515308,0.647849058452207
"Cd63",0.494434328293321,-0.478375667067021,0,0.105,1,0.406576928702807,-0.401110434353901,0,0.148,1,0.494434328293321,0.647849058452207
"Ms4a6c",0.407276504007506,-0.433014032132753,0,0.148,1,0.414079362584513,-0.461822343224384,0,0.144,1,0.414079362584513,0.648678857298436
"Gcn1l1",0.620250185723739,0.294084110250413,0.25,0.186,1,0.407640109197739,-0.291659207408947,0,0.148,1,0.620250185723739,0.649109759768734
"Gm17615",0.436714631153172,-0.358830626261164,0,0.133,1,0.408172763951992,-0.314621038394354,0,0.147,1,0.436714631153172,0.649740522671775
"Utp14a",0.433065798337302,-0.47218772297151,0,0.134,1,0.41245979148168,-0.33336833667654,0,0.145,1,0.433065798337302,0.65479650337425
"Dok3",0.412993466818655,-0.366094411523108,0,0.145,1,0.445578116559976,-0.256141541180288,0,0.128,1,0.445578116559976,0.655423330002418
"Stat6",0.412993467701884,-0.569870528144263,0,0.145,1,0.530285811511535,-0.261627094548125,0.5,0.246,1,0.530285811511535,0.655423331039341
"Ier3",0.498691122827786,-0.448136426738754,0,0.103,1,0.413538776118773,-0.471733515864294,0,0.144,1,0.498691122827786,0.656063232883733
"Dctn1",0.455472976225809,-0.698127856594969,0,0.123,1,0.414079362675804,-0.460362505579597,0,0.144,1,0.455472976225809,0.656697006757608
"Sfswap",0.415303365943829,-0.347747120965792,0,0.144,1,0.440924209820492,-0.263214140242244,0,0.13,1,0.440924209820492,0.658129846123384
"Sidt2",0.498691122827786,-0.268588788363848,0,0.103,1,0.415469521454495,0.254092230074201,0.25,0.126,1,0.498691122827786,0.658324119651363
"Kmt2e",0.422289345778213,0.499500951426345,0.25,0.129,1,0.720326590644237,-0.40413902963621,0.25,0.291,1,0.720326590644237,0.666250399998634
"Kpna4",0.423494662703497,-0.416708946331812,0,0.139,1,0.862122001039087,-0.290432669860073,0.25,0.236,1,0.862122001039087,0.667641596068645
"Ccpg1",0.65601741950603,0.77251802014638,0.25,0.201,1,0.423960361208307,-0.593713698175377,0.25,0.389,1,0.65601741950603,0.668178334540736
"Rbm39",0.425866126327321,-0.4214888030402,0,0.138,1,0.990634726141285,-0.349250780217328,0.25,0.205,1,0.990634726141285,0.670370295101605
"Ccnt1",0.48882877913339,-0.53579923248254,0,0.108,1,0.426718668737865,-0.442209140763145,0,0.137,1,0.48882877913339,0.671348515226314
"Sf3b2",0.427057137462447,-0.602017372318602,0,0.137,1,0.770664818850417,0.300513479863917,0.25,0.225,1,0.770664818850417,0.671736476267275
"Trpm2",0.428251694871803,-0.442989144056769,0,0.137,1,0.649829878182809,0.541042002687573,0.25,0.202,1,0.649829878182809,0.673103875583034
"Rbbp4",0.428251695788521,-0.553984410359399,0,0.137,1,0.914457992626688,-0.36474661161808,0.25,0.221,1,0.914457992626688,0.673103876631298
"Rab5c",0.429449819805968,-0.465995134970289,0,0.136,1,0.821617531321081,0.299274287514193,0.25,0.249,1,0.821617531321081,0.674472491880558
"Rbm38",0.430651530072056,-0.358882452630818,0,0.136,1,0.45028652772262,-0.27769167106685,0,0.126,1,0.45028652772262,0.67584231979071
"Cd101",0.498691122827786,-0.400102232893536,0,0.103,1,0.431210020577453,-0.348567827049873,0,0.135,1,0.498691122827786,0.676477959308499
"Slc12a6",0.431856850156272,-0.704137246808742,0,0.135,1,0.810596068893407,-0.58970747059005,0.25,0.243,1,0.810596068893407,0.677213361285647
"Spen",0.431856850156272,-0.509787196029297,0,0.135,1,0.902923893835583,-0.270243119502466,0.25,0.183,1,0.902923893835583,0.677213361285647
"Dnaja1",0.433065797409771,-0.51456815103096,0,0.134,1,0.875190952754701,-0.417026278510854,0.25,0.229,1,0.875190952754701,0.678585609933381
"Pstpip1",0.433065797409771,-0.313142294119832,0,0.134,1,0.439769102303646,-0.268819427215772,0,0.131,1,0.439769102303646,0.678585609933381
"Nbeal2",0.437938310834251,-0.418260858069753,0,0.132,1,0.434611807717298,-0.312720858481244,0,0.133,1,0.437938310834251,0.680336192027298
"Drap1",0.467163426722968,-0.307689941176437,0,0.118,1,0.435752167749213,-0.279848596787944,0,0.133,1,0.467163426722968,0.681624383800287
"Rbm8a",0.46584753663811,-0.351119131756161,0,0.118,1,0.436895772842949,-0.277778688661765,0,0.132,1,0.46584753663811,0.682913629357861
"Gm4760",0.437938310834251,-0.284970162598364,0,0.132,1,0.680735717743422,-0.287094481666529,0.25,0.318,1,0.680735717743422,0.684086657572145
"Preb",0.439165728526201,-0.423413713092305,0,0.131,1,0.951682480242927,-0.272925785564079,0.25,0.192,1,0.951682480242927,0.685464919940453
"1700016D06Rik",0.439970718498957,-0.26583198839361,0.25,0.557,1,0.650950957630713,-0.488641234952006,0.5,0.417,1,0.650950957630713,0.686367203861425
"Arap3",0.500120293916361,-0.399587048029739,0,0.103,1,0.441503010434272,-0.291944786304329,0,0.13,1,0.500120293916361,0.688081112646019
"Zdhhc18",0.495848180920278,-0.313014526980032,0,0.105,1,0.441503010824713,-0.292691995447079,0,0.13,1,0.495848180920278,0.68808111308214
"Iqsec1",0.441631868538496,-0.3340582092373,0,0.13,1,0.477218520219811,-0.260259028633832,0,0.113,1,0.477218520219811,0.688225029768188
"Rab6a",0.441631868538496,-0.668477946372653,0,0.13,1,0.895422558512622,-0.517156423468578,0.5,0.318,1,0.895422558512622,0.688225029768188
"Ago2",0.442870635889152,-0.838388321579474,0,0.129,1,0.67900228353829,-0.713058817707019,0.25,0.278,1,0.67900228353829,0.689606871645442
"Ccnl1",0.442870635889152,-0.537827539089091,0,0.129,1,0.725314304105389,-0.299796595385696,0.5,0.284,1,0.725314304105389,0.689606871645442
"Ube2i",0.446610015729516,-0.535740206837059,0,0.128,1,0.921354131098139,-0.364379876593695,0.25,0.189,1,0.921354131098139,0.693759525309114
"Ppp3ca",0.446610016688157,-0.578950284966098,0,0.128,1,0.526609225338756,-0.785743065615633,0.25,0.324,1,0.526609225338756,0.693759526370118
"Stk11",0.464535948784412,-0.362593992938305,0,0.119,1,0.446750059998694,-0.262877445125298,0,0.127,1,0.464535948784412,0.693914503888551
"Ucp2",0.447813039128516,0.898017236792853,0.5,0.481,1,0.628427625314164,-0.629189089525344,0.75,0.665,1,0.628427625314164,0.695089560243514
"Setd1b",0.451650601810017,-0.667052086676774,0,0.125,1,0.935891559688247,-0.354132635419141,0.25,0.217,1,0.935891559688247,0.699312937504684
"Ap1m1",0.498691122827786,-0.487160759336879,0,0.103,1,0.452066497395695,-0.379360179619734,0,0.125,1,0.498691122827786,0.699768876723778
"Aup1",0.477849203515308,-0.308500824734081,0,0.113,1,0.452066497696175,-0.250524441820022,0,0.125,1,0.477849203515308,0.699768877053065
